表内序号,五要素,表名,中文表名,字段名称,字段描述,字段类型,长度,内部标识符,中文名称,标识符,数据类型,表示格式
23,人要素,XZ_SQFZXYR,刑侦_涉枪犯罪嫌疑人,QTZJEHM,其他证件二号码,VARCHAR2,40,,,,,
1,人要素,XZ_SQFZXYR,刑侦_涉枪犯罪嫌疑人,RYBH,人员编号,VARCHAR2,23,,,,,
17,人要素,XZ_SQFZXYR,刑侦_涉枪犯罪嫌疑人,TBBJ,体表标记,VARCHAR2,24,,,,,
27,人要素,XZ_SQFZXYR,刑侦_涉枪犯罪嫌疑人,XLH,序列号,NUMBER,8,,,,,
4,人要素,XZ_SQFZXYR,刑侦_涉枪犯罪嫌疑人,ZFQZJS,制贩枪支角色,VARCHAR2,20,,,,,
6,人要素,XZ_SQPAXX,刑侦_涉枪破案情况,FZXYRSL,犯罪嫌疑人数量,NUMBER,4,,,,,
1,人要素,XZ_SQPAXX,刑侦_涉枪破案情况,PXABZ,破销案标志,VARCHAR2,1,,,,,
3,人要素,XZ_SQPAXX,刑侦_涉枪破案情况,PXADWXC,破销案单位详称,VARCHAR2,100,,,,,
16,人要素,XZ_SQPAXX,刑侦_涉枪破案情况,SPSJ,审批时间,DATE,,DE00593,审批时间,SPSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
10,人要素,XZ_SQPAXX,刑侦_涉枪破案情况,ZAGC,作案过程,VARCHAR2,"1,000",,,,,
4,人要素,XZ_SQXCDK,刑侦_涉枪现场弹壳,AJBH,案件编号,VARCHAR2,23,DE00092,案件编号,AJBH,字符型（string）,c23
2,人要素,XZ_SQXCDK,刑侦_涉枪现场弹壳,SL,数量,NUMBER,4,,,,,
6,人要素,XZ_SQXCDT,刑侦_涉枪现场弹头,DEP_ACTION_FLAG,操作标识,VARCHAR2,1,,,,,
2,人要素,XZ_SQXCDT,刑侦_涉枪现场弹头,SL,数量,NUMBER,4,,,,,
24,人要素,XZ_TW_WZMSTCXXX,未知名尸体撤消信息,CMDWDM,查明单位代码,VARCHAR2,180,,,,,
13,人要素,XZ_TW_WZMSTCXXX,未知名尸体撤消信息,CMSJ,查明时间,DATE,,,,,,
6,人要素,XZ_TW_WZMSTCXXX,未知名尸体撤消信息,CSRQ,尸体出生日期,DATE,,DE00008,出生日期,CSRQ,日期型（date）,d8（YYYYMMDD）
11,人要素,XZ_TW_WZMSTCXXX,未知名尸体撤消信息,GXRXM,关系人姓名,VARCHAR2,180,DE00002,关系人姓名,GXRXM,字符型（string）,c..50
25,人要素,XZ_TW_WZMSTCXXX,未知名尸体撤消信息,STXMPY,尸体姓名拼音,VARCHAR2,90,DE00003,尸体姓名汉语拼音,STXMHYPY,字符型（string）,c..150
4,人要素,XZ_TW_WZMSTCXXX,未知名尸体撤消信息,XM,尸体姓名,VARCHAR2,30,DE00002,姓名,XM,字符型（string）,c..50
8,物品要素,ZA_DDWPSJ,治安_典当物品手机,DEP_ACTION_FLAG,操作标识,VARCHAR2,1,,,,,
6,物品要素,ZA_DDWPSJ,治安_典当物品手机,XH,型号,VARCHAR2,100,,,,,
3,地点要素,ZA_SQXX,治安_社区信息,LASTUPDATEDTIME,修改时间,DATE,,DE00554,修改日期时间,XGRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
50,人员要素,GZDX_JSBRJBXX,精神病人基本信息,JHRZZXZDM,监护人（监护单位）住址详址代码,NUMBER,,,,,,
4,人员要素,GZDX_JSBRJBXX,精神病人基本信息,PCS,派出所代码,VARCHAR2,20,,,,,
59,人员要素,GZDX_JSBRJBXX,精神病人基本信息,TBR,填表人,VARCHAR2,30,DE00002,填表人姓名,TBRXM,字符型（string）,c..50
13,人员要素,GZDX_JSBRJBXX,精神病人基本信息,XB,性别,VARCHAR2,1,DE00007,性别代码,XBDM,字符型（string）,c1
71,人员要素,GZDX_JSBRJBXX,精神病人基本信息,XT_CZSJ,操作时间,VARCHAR2,19,DE00554,操作日期时间,CZRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
77,人员要素,GZDX_JSBRJBXX,精神病人基本信息,XT_LCZT,流程状态,VARCHAR2,1,,,,,
63,人员要素,GZDX_JSBRJBXX,精神病人基本信息,XT_ZRQ,责任区,VARCHAR2,20,,,,,
33,人员要素,GZDX_JSBRJBXX,精神病人基本信息,XZZQDZ,现住址全地址,VARCHAR2,60,DE00075,现住址地址名称,XZZDZMC,字符型（string）,c..100
26,人员要素,GZDX_JSBRJBXX,精神病人基本信息,XZZXZQH,现住址行政区划,VARCHAR2,6,DE00070,现住址行政区划代码,XZZXZQHDM,字符型（string）,c6
3,案(事)件要素,JJ_DZYJKJL,交警_电子眼监控记录,CJJGMC,采集机关名称,VARCHAR2,128,DE00065,采集机关单位名称,CJJGDWMC,字符型（string）,c..100
24,案(事)件要素,JJ_DZYJKJL,交警_电子眼监控记录,CLSJ,处理时间,DATE,,DE00554,处理日期时间,CLRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
7,案(事)件要素,JJ_DZYJKJL,交警_电子眼监控记录,FDJH,发动机号,VARCHAR2,30,,,,,
5,案(事)件要素,JJ_DZYJKJL,交警_电子眼监控记录,HPHM,号牌号码,VARCHAR2,15,,,,,
28,案(事)件要素,JJ_DZYJKJL,交警_电子眼监控记录,JDSBH,决定书号,VARCHAR2,15,,,,,
18,案(事)件要素,JJ_DZYJKJL,交警_电子眼监控记录,WFDD,违法地点,VARCHAR2,5,DE00075,违法地点,WFDDDZMC,字符型（string）,c..100
13,案(事)件要素,JJ_DZYJKJL,交警_电子眼监控记录,ZSXXDZ,住所详细地址,VARCHAR2,128,DE00075,住所详细地址名称,ZZXXDZMC,字符型（string）,c..100
27,案(事)件要素,JJ_WFJL,交警_违法记录,CLJGMC,处理机关名称,VARCHAR2,128,DE00065,处理机关单位名称,CLJGDWMC,字符型（string）,c..100
8,案(事)件要素,JJ_WFJL,交警_违法记录,DSR,当事人,VARCHAR2,30,DE00002,当事人姓名,DSRXM,字符型（string）,c..50
16,案(事)件要素,JJ_WFJL,交警_违法记录,JDCSYR,机动车所有人,VARCHAR2,128,DE00002,机动车所有人姓名,JDCSYRXM,字符型（string）,c..50
17,案(事)件要素,JJ_WFJL,交警_违法记录,WFSJ,违法时间,DATE,,DE00102,违法时间,WFSJ,日期时间型（datetime）,t6（hhmmss）
60,案(事)件要素,JJ_YBSGXXZB,交警_一般事故信息主表,CLJSG,车辆间事故,VARCHAR2,1,,,,,
79,案(事)件要素,JJ_YBSGXXZB,交警_一般事故信息主表,DSRZS,当事人总数,NUMBER,3,,,,,
73,案(事)件要素,JJ_YBSGXXZB,交警_一般事故信息主表,GXSJ,更新时间,DATE,,DE00102,更新时间,GXSJ,日期时间型（datetime）,t6（hhmmss）
38,案(事)件要素,JJ_YBSGXXZB,交警_一般事故信息主表,QSRS,轻伤人数,NUMBER,3,DE00829,轻伤人数,QSRS,数值型（numeric）,n..10
77,案(事)件要素,JJ_YBSGXXZB,交警_一般事故信息主表,SFECSG,是否二次事故 1-是 2-否 * X,VARCHAR2,1,,,,,
9,案(事)件要素,JJ_YBSGXXZB,交警_一般事故信息主表,SGDD,事故地点,VARCHAR2,50,,,,,
52,案(事)件要素,JJ_YBSGXXZB,交警_一般事故信息主表,SGRDYY,事故认定原因,VARCHAR2,4,,,,,
31,案(事)件要素,JJ_YBSGXXZB,交警_一般事故信息主表,SSRS3,3日内受伤人数,NUMBER,3,DE00829,3日内受伤人数,SRNSSRS,数值型（numeric）,n..10
34,案(事)件要素,JJ_YBSGXXZB,交警_一般事故信息主表,SWRS30,30日内死亡人数,NUMBER,3,DE00829,30日内死亡人数,SSRNSWRS,数值型（numeric）,n..10
54,案(事)件要素,JJ_YBSGXXZB,交警_一般事故信息主表,TQ,天气,VARCHAR2,1,,,,,
63,案(事)件要素,JJ_YBSGXXZB,交警_一般事故信息主表,TYSGZP,逃逸事故侦破1-是2-否,VARCHAR2,1,,,,,
42,案(事)件要素,JJ_YBSGXXZB,交警_一般事故信息主表,XRSL,行人数量,NUMBER,3,,,,,
2,案(事)件要素,JJ_YBSGXXZB,交警_一般事故信息主表,XZQH,行政区划,VARCHAR2,10,DE00070,行政区划代码,XZQHDM,字符型（string）,c6
66,案(事)件要素,JJ_YBSGXXZB,交警_一般事故信息主表,ZMTJ,照明条件,VARCHAR2,1,DE00377,道路照明条件代码,DLZMTJDM,字符型（string）,c1
9,人员要素,JZ_ASJ_XYRXX,警综_案事件_嫌疑人信息,CSRQ,出生日期,DATE,,DE00008,出生日期,CSRQ,日期型（date）,d8（YYYYMMDD）
17,人员要素,JZ_ASJ_XYRXX,警综_案事件_嫌疑人信息,HJSZDXZ,户籍所在地详址,VARCHAR2,120,DE00075,户籍地详址,HJDDZMC,字符型（string）,c..100
2,人员要素,JZ_ASJ_XYRXX,警综_案事件_嫌疑人信息,RYBH,人员编号,VARCHAR2,45,DE00038,人员编号,RYBH,字符型（string）,c23
39,人员要素,JZ_ASJ_XYRXX,警综_案事件_嫌疑人信息,RYZT,人员状态,VARCHAR2,3,,,,,
63,人员要素,JZ_ASJ_XYRXX,警综_案事件_嫌疑人信息,SFYDNAXY,是否有DNA血样（1表示是）,VARCHAR2,2,,,,,
3,人员要素,JZ_ASJ_XYRXX,警综_案事件_嫌疑人信息,SJJZDXZQH,实际居住地行政区划,VARCHAR2,9,DE00070,实际居住地行政区划,SJJZDXZQHDM,字符型（string）,c6
30,人员要素,JZ_ASJ_XYRXX,警综_案事件_嫌疑人信息,TX,体型,VARCHAR2,6,,,,,
51,人员要素,JZ_ASJ_XYRXX,警综_案事件_嫌疑人信息,WFQK,违法记录（前科），可疑依据或违法事实,VARCHAR2,"4,000",,,,,
37,人员要素,JZ_ASJ_XYRXX,警综_案事件_嫌疑人信息,XZDX,选择对象（多选以逗号隔开）,VARCHAR2,23,DE00045,选择对象代码,XZDXDM,字符型（string）,c3
4,人员要素,JZ_ASJ_XYRXX,警综_案事件_嫌疑人信息,YWGXBM,业务管辖部门,VARCHAR2,30,,,,,
64,人员要素,JZ_ASJ_XYRXX,警综_案事件_嫌疑人信息,ZC,足长，单位厘米,NUMBER,,DE00033,足长,ZC,数值型（numeric）,n3
13,人员要素,JZ_ASJ_XYRXX,警综_案事件_嫌疑人信息,ZJZL,证件种类,VARCHAR2,5,DE00085,常用证件代码,CYZJDM,字符型（string）,c3
74,人员要素,JZ_ASJ_XYRXX,警综_案事件_嫌疑人信息,ZZXGRXM,最终修改人姓名,VARCHAR2,75,DE00002,最终修改人姓名,ZZXGRXM,字符型（string）,c..50
10,案(事)件要素,JZ_JCJ,警综_接处警,JJFS,接警方式,VARCHAR2,15,,,,,
19,案(事)件要素,JZ_JCJ,警综_接处警,JYQK,简要情况,VARCHAR2,"4,000",,,,,
24,案(事)件要素,JZ_JCJ,警综_接处警,SQLD,审批领导,VARCHAR2,150,,,,,
21,案(事)件要素,JZ_JCJ,警综_接处警,SWRS,死亡人数,NUMBER,22,DE00829,死亡人数,SWRS,数值型（numeric）,n..10
15,人员要素,JZ_RYCLQK,警综_人员处理情况,DEP_ACTION_FLAG,操作标识,VARCHAR2,1,,,,,
2,人员要素,JZ_RYCLQK,警综_人员处理情况,LYGS,来源公司表明信息来源公司，联宏-L，华南-H,VARCHAR2,1,,,,,
13,人员要素,JZ_RYCLQK,警综_人员处理情况,ZHXGSJ,最后修改时间,DATE,,DE00102,最后修改时间,ZHXGSJ,日期时间型（datetime）,t6（hhmmss）
91,人员要素,XZ_BZHCJ_RYXX,刑侦_标准化采集人员信息,LXFS,联系方式,VARCHAR2,"1,000",DE00215,移动电话,YDDH,字符型（string）,c..18
26,人员要素,XZ_BZHCJ_RYXX,刑侦_标准化采集人员信息,MZ,民族,VARCHAR2,50,DE00011,民族代码,MZDM,字符型（string）,c2
74,人员要素,XZ_BZHCJ_RYXX,刑侦_标准化采集人员信息,RESERVATION04,,VARCHAR2,"4,000",,,,,
77,人员要素,XZ_BZHCJ_RYXX,刑侦_标准化采集人员信息,RESERVATION07,,VARCHAR2,50,,,,,
79,人员要素,XZ_BZHCJ_RYXX,刑侦_标准化采集人员信息,RESERVATION09,,VARCHAR2,50,,,,,
62,人员要素,XZ_BZHCJ_RYXX,刑侦_标准化采集人员信息,SCBZ,上传标志,VARCHAR2,50,,,,,
28,人员要素,XZ_BZHCJ_RYXX,刑侦_标准化采集人员信息,SF,身份,VARCHAR2,50,DE00018,个人身份代码,GRSFDM,字符型（string）,c2
39,人员要素,XZ_BZHCJ_RYXX,刑侦_标准化采集人员信息,SG,身高,NUMBER,18,DE00012,身高,SG,数值型（numeric）,n..3
47,人员要素,XZ_BZHCJ_RYXX,刑侦_标准化采集人员信息,TFCD,头发长短,VARCHAR2,50,,,,,
93,人员要素,XZ_BZHCJ_RYXX,刑侦_标准化采集人员信息,WFJL,违法记录,CLOB,,,,,,
94,人员要素,XZ_BZHCJ_RYXX,刑侦_标准化采集人员信息,WZMS,完整描述,VARCHAR2,"1,000",,,,,
21,人员要素,XZ_BZHCJ_RYXX,刑侦_标准化采集人员信息,XB,性别,VARCHAR2,50,DE00007,性别代码,XBDM,字符型（string）,c1
32,人员要素,XZ_BZHCJ_RYXX,刑侦_标准化采集人员信息,XZZ,现住址,VARCHAR2,400,DE00075,现住地址名称,XZZDZMC,字符型（string）,c..100
84,人员要素,XZ_BZHCJ_RYXX,刑侦_标准化采集人员信息,YWM,英文名,VARCHAR2,50,DE00005,外文名,WWM,字符型（string）,c..40
10,人员要素,ZZB_A12,学历信息,A1224,所学专业名称,VARCHAR2,100,,,SXZYMC,,
3,人员要素,JG_WFFZRYXX,违法犯罪（在押）人员信息,BM,曾用名/别名/绰号,VARCHAR2,30,DE00030,别名/绰号,BMCH,字符型（string）,c..50
29,人员要素,JG_WFFZRYXX,违法犯罪（在押）人员信息,JSLX,监所类型,VARCHAR2,1,,,,,
7,人员要素,JG_WFFZRYXX,违法犯罪（在押）人员信息,SFZMHM,身份证明号码,VARCHAR2,18,DE00001,公民身份号码,GMSFHM,字符型（string）,c18
21,人员要素,JG_WFFZRYXX,违法犯罪（在押）人员信息,TSSFDM,特殊身份,VARCHAR2,10,DE00032,特殊身份代码,TSSFDM,字符型（string）,c2
2,人员要素,JG_WFFZRYXX,违法犯罪（在押）人员信息,XM,姓名,VARCHAR2,30,DE00002,姓名,XM,字符型（string）,c..50
26,人员要素,JG_WFFZRYXX,违法犯罪（在押）人员信息,XZZXZ,现住址详址,VARCHAR2,40,DE00075,现住地地址名称,XZDDZMC,字符型（string）,c..100
17,人员要素,JG_WFFZRYXX,违法犯罪（在押）人员信息,ZYLBDM,职业类别代码,VARCHAR2,3,DE00020,职业类别代码,ZYLBDM,字符型（string）,c3
6,物品要素,JINGZHEN_SAWPWP,涉案物品图像信息表,IMIMAGE,照片,BLOB,,,,,,
2,物品要素,JINGZHEN_SAWPWP,涉案物品图像信息表,WPCODE,物品编号,VARCHAR2,30,,,,,
4,物品要素,JINGZHEN_SAWPWP,涉案物品图像信息表,WSYHXX,页号,VARCHAR2,2,,,,,
20,人员要素,JINGZHEN_XYR_QZCS,犯罪嫌疑人强制措施信息子表,ALEVEL,$gfc_ajjb$案件级别,VARCHAR2,10,,,,,
23,人员要素,JINGZHEN_XYR_QZCS,犯罪嫌疑人强制措施信息子表,DEP_ACTION_TIME,操作时间,DATE,,,,,,
11,人员要素,JINGZHEN_XYR_QZCS,犯罪嫌疑人强制措施信息子表,TBHOME,填表日期,DATE,,DE00101,填表日期,TBRQ,日期型（date）,d8（YYYYMMDD）
5,人员要素,JINGZHEN_XYR_QZCS,犯罪嫌疑人强制措施信息子表,XRCLFS,$gfc_clfs$处理方式,VARCHAR2,3,,,,,
4,人员要素,JINGZHEN_XYR_QZCS,犯罪嫌疑人强制措施信息子表,XRQZCS,$gfc_qzcs$强制措施,VARCHAR2,1,,,,,
18,人员要素,JINGZHEN_XYR_QZCS,犯罪嫌疑人强制措施信息子表,XRTPLX,逃跑类型,VARCHAR2,20,,,,,
17,人员要素,JINGZHEN_XYR_QZCS,犯罪嫌疑人强制措施信息子表,XRZHDD,抓获地点,VARCHAR2,100,DE00075,抓获地址名称,ZHDZMC,字符型（string）,c..100
25,地点元素,WB_XX,互联网上网服务营业场所,DEP_ACTION_FLAG,,VARCHAR2,1,,,,,
4,地点元素,WB_XX,互联网上网服务营业场所,DZQH,地址区划,VARCHAR2,6,,,,,
16,地点元素,WB_XX,互联网上网服务营业场所,GISX,,NUMBER,9,,,,,
1,地点元素,WB_XX,互联网上网服务营业场所,ID,编号,NUMBER,,,,,,
23,地点元素,WB_XX,互联网上网服务营业场所,RKSJ,,DATE,,,,,,
13,地点元素,WB_XX,互联网上网服务营业场所,SSGAJGMC,所属公安机关名称,VARCHAR2,70,,,,,
20,地点元素,WB_XX,互联网上网服务营业场所,XGRDWDM,,VARCHAR2,12,,,,,
2,地点元素,WB_XX,互联网上网服务营业场所,YYCSDM,网吧代码,VARCHAR2,14,,,,,
14,地点元素,WB_XX,互联网上网服务营业场所,ZRMJXM,责任民警姓名,VARCHAR2,70,DE00002,责任民警姓名,ZRMJXM,字符型（string）,c..50
10,案(事)件要素,XZ_DNA_CBAJ,刑侦_DNA_串并案件,CJSJ,记录创建时间,DATE,,DE00102,记录创建时间,LLCJSJ,日期时间型（datetime）,t6（hhmmss）
1,案(事)件要素,XZ_DNA_CBAJ,刑侦_DNA_串并案件,XH,序号,VARCHAR2,32,,,,,
9,案（事）件要素,XZ_QZFS,刑侦_ 敲诈方式,DEP_ACTION_TIME,操作时间,DATE,,,,,,
4,案（事）件要素,XZ_QZFS,刑侦_ 敲诈方式,TZXXLX,特征信息类型,VARCHAR2,2,,,,,
3,人员要素,XZ_TW_WZMSTKYXX,未知名尸体勘验信息,BH,登记表的编号,VARCHAR2,180,,,,,
13,人员要素,XZ_TW_WZMSTKYXX,未知名尸体勘验信息,CSRQTD1,年龄推断开始,NUMBER,,,,,,
20,人员要素,XZ_TW_WZMSTKYXX,未知名尸体勘验信息,IFDNA,DNA检验,VARCHAR2,180,,,,,
5,人员要素,XZ_TW_WZMSTKYXX,未知名尸体勘验信息,KYR,勘验人,VARCHAR2,180,DE00002,勘验人姓名,KYRXM,字符型（string）,c..50
15,人员要素,XZ_TW_WZMSTKYXX,未知名尸体勘验信息,SC,尸长（厘米）,NUMBER,4,DE00012,身高,SG,数值型（numeric）,n..3
26,人员要素,XZ_TW_WZMSTKYXX,未知名尸体勘验信息,SWJCQK,生物检材情况，名称/特征/说明,VARCHAR2,"3,000",,,,,
31,人员要素,XZ_TW_WZMSTKYXX,未知名尸体勘验信息,TDSTSF,推断尸体身份,VARCHAR2,180,DE00001,公民身份号码,GMSFHM,字符型（string）,c18
17,人员要素,XZ_TW_WZMSTKYXX,未知名尸体勘验信息,XX,血型,VARCHAR2,180,,,,,
8,人员要素,XZ_TW_WZMSTKYXX,未知名尸体勘验信息,YZQK,尸体衣着情况,VARCHAR2,"1,000",,,,,
11,人要素,XZ_YZZFZ_RYDJXXB,刑侦_有组织犯罪_人员信息登记表,GJ,国籍,VARCHAR2,40,DE00017,国籍代码,GJDM,字符型（string）,c3
28,人要素,XZ_YZZFZ_RYDJXXB,刑侦_有组织犯罪_人员信息登记表,GZDW,工作单位,VARCHAR2,60,DE00021,服务处所,FWCS,字符型（string）,c..100
40,人要素,XZ_YZZFZ_RYDJXXB,刑侦_有组织犯罪_人员信息登记表,JTCY,家庭成员,VARCHAR2,"4,000",DE00027,与户主关系代码,YHZGXDM,字符型（string）,c2
38,人要素,XZ_YZZFZ_RYDJXXB,刑侦_有组织犯罪_人员信息登记表,QK,现打击处理及前科情况,VARCHAR2,"4,000",,,,,
19,人要素,XZ_YZZFZ_RYDJXXB,刑侦_有组织犯罪_人员信息登记表,SFXD,是否吸毒,VARCHAR2,4,,,,,
41,人要素,XZ_YZZFZ_RYDJXXB,刑侦_有组织犯罪_人员信息登记表,SHGX,社会关系,VARCHAR2,"4,000",,,,,
12,人要素,XZ_YZZFZ_RYDJXXB,刑侦_有组织犯罪_人员信息登记表,SSTH,所属团伙,VARCHAR2,60,,,,,
13,人要素,XZ_YZZFZ_RYDJXXB,刑侦_有组织犯罪_人员信息登记表,THXZ,团伙性质,VARCHAR2,6,,,,,
18,人要素,XZ_YZZFZ_RYDJXXB,刑侦_有组织犯罪_人员信息登记表,TSSF,特殊身份,VARCHAR2,20,DE00032,特殊身份代码,TSSFDM,字符型（string）,c2
1,人要素,XZ_YZZFZ_RYDJXXB,刑侦_有组织犯罪_人员信息登记表,XH,序号,VARCHAR2,25,,,,,
27,人要素,XZ_YZZFZ_RYDJXXB,刑侦_有组织犯罪_人员信息登记表,XZD,现住地,VARCHAR2,60,DE00075,现住地地址名称,XZDDZMC,字符型（string）,c..100
45,人要素,XZ_YZZFZ_RYDJXXB,刑侦_有组织犯罪_人员信息登记表,ZGLD,主管领导,VARCHAR2,20,,,,,
23,人要素,XZ_YZZFZ_RYDJXXB,刑侦_有组织犯罪_人员信息登记表,ZWBH,指纹编号,VARCHAR2,30,DE00056,指纹指位代码,ZWZWDM,字符型（string）,c2
17,人员要素,ZA_BARYXX,治安_保安人员信息,HJDXZ, 户籍地详址 ,VARCHAR2,70,DE00016,籍贯省市县代码,JGSSXDM,字符型（string）,c6
7,人员要素,ZA_BARYXX,治安_保安人员信息,MZDM, 民族 ,VARCHAR2,2,,,,,
6,人员要素,ZA_BARYXX,治安_保安人员信息,XBDM, 性别 ,VARCHAR2,1,DE00007,性别代码,XBDM,字符型（string）,c1
23,人员要素,ZA_BARYXX,治安_保安人员信息,ZPID, 照片id ,NUMBER,10,,,,,
1,地点要素,ZA_BZDZKXX,治安_标准地址库,DZBH,地址编号,VARCHAR2,75,,,,,
28,地点要素,ZA_BZDZKXX,治安_标准地址库,FJHDM,房间号代码,VARCHAR2,10,,,,,
49,地点要素,ZA_BZDZKXX,治安_标准地址库,HHSC,楼层号俗称,VARCHAR2,200,,,,,
24,地点要素,ZA_BZDZKXX,治安_标准地址库,LCHDM,楼层号代码,VARCHAR2,10,,,,,
16,地点要素,ZA_BZDZKXX,治安_标准地址库,LPHDM,楼牌号代码,VARCHAR2,24,,,,,
46,地点要素,ZA_BZDZKXX,治安_标准地址库,LPHSC,楼栋号俗称,VARCHAR2,200,,,,,
12,地点要素,ZA_BZDZKXX,治安_标准地址库,MPHMC,门牌号名称,VARCHAR2,75,,,,,
41,地点要素,ZA_BZDZKXX,治安_标准地址库,XQMC,小区名称,VARCHAR2,75,,,,,
32,地点要素,ZA_BZDZKXX,治安_标准地址库,ZDS,总栋数,NUMBER,6,,,,,
1,物品要素,ZA_JDCCJCLJJXX,治安_机动车承接车辆交接信息,DJXH,登记序号,VARCHAR2,24,,,,,
9,物品要素,ZA_JDCCJCLJJXX,治安_机动车承接车辆交接信息,QCRZJLB,取车人证件类别,VARCHAR2,1,DE00085,常用证件代码,QCRCYZJDM,字符型（string）,c3
5,物品要素,ZA_JDCCJCLJJXX,治安_机动车承接车辆交接信息,SCRZJHM,送车人证件号码,VARCHAR2,30,,,,,
7,物品要素,ZA_JDCCJCLJJXX,治安_机动车承接车辆交接信息,SHCRXM,收车人姓名,VARCHAR2,30,DE00002,收车人姓名,收车人XM,字符型（string）,c..50
22,物品要素,ZA_YZXX,治安_印章信息,TXGD,图像高度,VARCHAR2,4,,,,,
24,物品要素,ZA_YZXX,治安_印章信息,YZTXSJ,印章图像数据,BLOB,,,,,,
6,物品要素,ZA_YZXX,治安_印章信息,ZZDWBM,制作单位编码,VARCHAR2,12,,,,,
6,人员要素,ZZB_GARSJBXX,公安人事基本信息,JGDM,籍贯,VARCHAR2,6,DE00016,籍贯省市县代码,JGSSXDM,字符型（string）,c6
41,人员要素,ZZB_GARSJBXX,公安人事基本信息,PZRZJGDM,批准任职的机关代码,VARCHAR2,12,,,,,
26,人员要素,ZZB_GARSJBXX,公安人事基本信息,RSGXSZDWJB,人事关系所在单位级别,VARCHAR2,3,,,,,
24,人员要素,ZZB_GARSJBXX,公安人事基本信息,RSGXSZDWSZZQ,人事关系所在单位所在政区,VARCHAR2,6,DE00070,单位所在行政区划代码,DWXZQHDM,字符型（string）,c6
4,人员要素,ZZB_GARSJBXX,公安人事基本信息,XBDM,性别,VARCHAR2,1,DE00007,性别代码,XBDM,字符型（string）,c1
50,人员要素,ZZB_GARSJBXX,公安人事基本信息,XW,学位,VARCHAR2,3,DE00037,学位代码,XWDM,字符型（string）,c..3
36,人员要素,ZZB_GARSJBXX,公安人事基本信息,ZWDM,职务代码,VARCHAR2,4,,,,,
89,人员要素,GZDX_XDRYJBXX,吸毒人员基本信息及主动登记表,DEP_ACTION_FLAG,,VARCHAR2,1,,,,,
76,人员要素,GZDX_XDRYJBXX,吸毒人员基本信息及主动登记表,EJSPSJ,二级审批时间,VARCHAR2,19,DE00554,二级审批日期时间,EJSPRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
23,人员要素,GZDX_XDRYJBXX,吸毒人员基本信息及主动登记表,JZDJLXDM,居住地街楼巷代码,VARCHAR2,40,,,,,
26,人员要素,GZDX_XDRYJBXX,吸毒人员基本信息及主动登记表,JZDMLPMC,居住地门楼牌名称,VARCHAR2,40,DE00075,居住地门楼牌地址名称,JZDMLPDZMC,字符型（string）,c..100
22,人员要素,GZDX_XDRYJBXX,吸毒人员基本信息及主动登记表,JZDXZQH,居住地行政区划,VARCHAR2,6,DE00070,居住地行政区划代码,JZDQHDM,字符型（string）,c6
50,人员要素,GZDX_XDRYJBXX,吸毒人员基本信息及主动登记表,PZSJ,批准时间,VARCHAR2,19,DE00564,批准时间,PZSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
77,人员要素,GZDX_XDRYJBXX,吸毒人员基本信息及主动登记表,SJSPR,三级审批人,VARCHAR2,15,DE00002,三级审批人姓名,SJSPRXM,字符型（string）,c..50
46,人员要素,GZDX_XDRYJBXX,吸毒人员基本信息及主动登记表,TBRDH,填表人电话,VARCHAR2,30,DE00216,填表人联系电话,TBRLXDH,字符型（string）,c..18
83,人员要素,GZDX_XDRYJBXX,吸毒人员基本信息及主动登记表,WJSPR,五级审批人,VARCHAR2,15,DE00002,五级审批人姓名,WJSPRXM,字符型（string）,c..50
34,人员要素,GZDX_XDRYJBXX,吸毒人员基本信息及主动登记表,XDRYLY,吸毒人员来源,VARCHAR2,12,,,,,
62,人员要素,GZDX_XDRYJBXX,吸毒人员基本信息及主动登记表,XT_CZRID,操作人ID,VARCHAR2,18,,,,,
61,人员要素,GZDX_XDRYJBXX,吸毒人员基本信息及主动登记表,XT_CZSJ,操作时间,VARCHAR2,19,DE00554,操作日期时间,CZRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
59,人员要素,GZDX_XDRYJBXX,吸毒人员基本信息及主动登记表,XT_JGDM,机构代码,VARCHAR2,20,DE00060,公安机关机构代码,GAJGJGDM,字符型（string）,c12
69,人员要素,GZDX_XDRYJBXX,吸毒人员基本信息及主动登记表,XT_LCZT,流程状态,VARCHAR2,1,,,,,
66,人员要素,GZDX_XDRYJBXX,吸毒人员基本信息及主动登记表,XT_TBDWMC,填表单位名称,VARCHAR2,40,DE00065,填表单位名称,XT_TBDWMC,字符型（string）,c..100
73,人员要素,GZDX_XDRYJBXX,吸毒人员基本信息及主动登记表,YJSPSJ,一级审批时间,VARCHAR2,19,DE00554,一级审批日期时间,YJSPRQSJ,日期时间型（datetime）,d14(YYYYMMDDhhmmss)
30,物品要素,JD_DPAJCHZDWPXX,禁毒_毒品案件查获制毒物品信息,ACTION,操作标识,VARCHAR2,30,,,,,
42,物品要素,JD_DPAJCHZDWPXX,禁毒_毒品案件查获制毒物品信息,DEP_ACTION_FLAG,,VARCHAR2,1,,,,,
